Customer_ID,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
CUS_0x2e22,Simpsonf,40.875,882-68-3751,Lawyer,15551.6,1315.966667,6,3,13,6,"Student Loan, Payday Loan, Home Equity Loan",8.625,10,11,6,Standard,1901.28,29.49487198,15.70833333,Yes,39.55843134,85.31485807,Low_spent_Small_value_payments,287.6088402,1
CUS_0x2e28,Dawsony,33.625,792-16-3996,Doctor,71391.78,5902.315,8,7,11,4,"Mortgage Loan, Student Loan, Personal Loan, Auto Loan",22.25,19,12,7,Standard,1305.41,31.71132131,30.86904762,Yes,191.5592019,288.5437946,High_spent_Medium_value_payments,447.1628731,1
CUS_0x2e2e,Benjamin Kangl,45.625,527-69-0845,Engineer,22387.75,1938.645833,7,7,15,1,Payday Loan,28.5,11,11,4,Standard,133.02,31.40192538,27.95833333,No,14.44214871,112.2422786,High_spent_Medium_value_payments,333.430156,1
CUS_0x2e31,Kevin Limp,22.5,377-14-3303,Scientist,63206.72,5309.226667,9,8,27,8,"Student Loan, Personal Loan, Home Equity Loan, Student Loan, Debt Consolidation Loan, Auto Loan, Student Loan, Debt Consolidation Loan",38.375,18,26,9,Bad,4523.88,34.73239778,13.375,Yes,231.2901933,329.4963301,High_spent_Medium_value_payments,328.1169166,1
CUS_0x2e43,Laurence Frosth,39.5,965-75-3593,Journalist,10651.65,615.6375,7,6,9,4,"Debt Consolidation Loan, Home Equity Loan, Payday Loan, Mortgage Loan",9.125,20,16,5,Standard,1325.65,31.20088373,19.11111111,Yes,25.23289645,44.40190775,Low_spent_Large_value_payments,272.6101994,1
CUS_0x2e4c,Karen Freifeldg,20.0,354-71-3215,Lawyer,37679.14,3267.928333,10,6,17,5,"Mortgage Loan, Mortgage Loan, Payday Loan, Auto Loan, Payday Loan",35.125,18,24,7,Bad,4857.87,33.79902191,10.45,Yes,95.41117062,152.1940894,High_spent_Small_value_payments,329.8457862,1
CUS_0x2e50,Goldsteine,37.0,363-62-6314,Journalist,9987.295,578.2745833,8,5,23,7,"Student Loan, Credit-Builder Loan, Debt Consolidation Loan, Student Loan, Personal Loan, Debt Consolidation Loan, Personal Loan",20.0,19,5,12,Bad,2943.52,32.63274744,3.619047619,Yes,47.26374474,32.93778476,Low_spent_Medium_value_payments,259.3868892,0
CUS_0x2e53,Antonellaz,28.5,598-59-0908,Accountant,70883.44,5663.953333,4,4,10,3,"Personal Loan, Personal Loan, Payday Loan",8.25,11,10,2,Standard,604.77,31.03635184,29.92857143,No,97.13399701,313.2742461,Low_spent_Small_value_payments,427.9018786,1
CUS_0x2e55,Popovap,25.0,288-26-5763,Lawyer,16497.78,1291.815,8,6,22,2,"Auto Loan, Payday Loan",51.5,16,1,8,Bad,2532.71,32.95427762,16.625,Yes,16.48682869,90.28218107,Low_spent_Small_value_payments,298.6624902,0
CUS_0x2e5e,Kimj,29.75,267-96-8241,Doctor,16045.125,1361.09375,1,6,10,4,"Debt Consolidation Loan, Auto Loan, Home Equity Loan, Payday Loan",15.5,2,6,1,Good,1013.24,32.75268706,20.70833333,No,30.29332251,92.56200666,Low_spent_Small_value_payments,293.8100932,1
CUS_0x2e5f,Felsenthalc,39.5,067-86-9905,Musician,82668.24,6873.02,7,4,16,2,"Auto Loan, Payday Loan",27.125,8,12,6,Standard,1596.58,30.70463399,8.44047619,Yes,113.1648417,427.7832643,High_spent_Medium_value_payments,525.6148049,0
CUS_0x2e65,Felipe Iturrietae,20.42857143,236-72-3822,Architect,40167.84,3532.32,7,5,5,1,Debt Consolidation Loan,7.5,16,13,4,Standard,277.38,35.50486382,17.06944444,Yes,19.02528025,86.79629917,High_spent_Large_value_payments,504.9104206,1
CUS_0x2e6e,Andreasf,24.375,176-54-2609,Engineer,33447.42,2859.285,8,5,13,3,"Credit-Builder Loan, Mortgage Loan, Auto Loan",5.125,10,18,6,Standard,1571.52,30.86622512,12.65277778,Yes,60.5135673,68.75238878,High_spent_Large_value_payments,390.6420617,0
CUS_0x2e72,Meenakshi Iyerk,18.0,756-40-7758,Scientist,17670.52,1529.543333,10,7,21,8,"Credit-Builder Loan, Home Equity Loan, Personal Loan, Debt Consolidation Loan, Credit-Builder Loan, Personal Loan, Student Loan",55.25,18,7,9,Bad,4931.01,31.3572032,5.208333333,Yes,71.85825675,99.19131406,Low_spent_Small_value_payments,261.9047625,0
CUS_0x2e73,Uranakaj,44.375,667-70-4413,Accountant,7689.715,521.8095833,6,5,30,8,"Payday Loan, Home Equity Loan, Mortgage Loan, Home Equity Loan, Home Equity Loan, Home Equity Loan",19.875,22,10,10,Bad,1361.17,30.73444743,17.70238095,Yes,39.72965111,36.46432735,Low_spent_Small_value_payments,256.4250018,0
CUS_0x2e76,Dennyt,37.25,914-43-3700,Teacher,73985.12,6207.426667,6,5,27,5,"Payday Loan, Student Loan, Mortgage Loan",26.5,20,15,8,Bad,4429.84,32.82495343,9.583333333,Yes,194.8908388,300.3460171,High_spent_Large_value_payments,458.5250567,0
CUS_0x2e79,Cruisek,30.625,670-14-6375,Engineer,35059.2,2653.6,8,6,25,9,"Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, Auto Loan",29.0,20,23,9,Bad,2834.16,30.89774268,4.083333333,Yes,200.3861549,157.8090022,Low_spent_Small_value_payments,175.2162502,1
CUS_0x2e7f,Carolineg,14.0,246-36-2777,Manager,123242.36,10514.19667,5,3,9,2,Student Loan,20.0,18,12,6,Standard,37.69,34.47163569,24.375,Yes,180.1007912,376.2426442,High_spent_Large_value_payments,781.3601586,1
CUS_0x2e82,Stempelj,35.0,630-98-0469,Journalist,37233.5,2822.791667,10,5,30,7,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Credit-Builder Loan, Payday Loan",31.0,19,23,8,Bad,3410.45,26.60881073,1.541666667,Yes,183.9387737,124.7473249,High_spent_Medium_value_payments,230.056202,1
CUS_0x2e8a,Lefteriss,51.14285714,807-46-9616,Lawyer,23012.43,1781.7025,7,6,10,1,Mortgage Loan,13.375,16,1,2,Standard,351.41,31.34837262,15.43333333,No,13.81522681,101.4539214,High_spent_Medium_value_payments,332.2036579,1
CUS_0x2e8b,Samm,45.75,840-54-3758,Doctor,138154.96,11388.91333,5,2,8,3,"Home Equity Loan, Home Equity Loan",15.0,9,6,4,Good,1251.9,33.18908171,27.875,No,270.1905666,523.1115065,Low_spent_Medium_value_payments,711.7269628,1
CUS_0x2e8d,Valentina Zaz,31.75,026-76-5731,Manager,57396.72,5074.06,3,3,13,2,"Personal Loan, Mortgage Loan",4.875,9,12,0,Standard,351.72,31.32562385,22.70833333,No,61.01002645,315.6671033,Low_spent_Small_value_payments,398.2288703,1
CUS_0x2e90,Cyrilo,20.625,656-11-4327,Journalist,17718.855,1230.57125,5,1,12,0,Sin_prestamo,2.0,12,9,1,Good,1169.2,30.74963149,25.04761905,No,0.0,80.09062874,Low_spent_Medium_value_payments,325.4664963,2
CUS_0x2e91,Griswoldh,30.875,797-70-3063,Writer,70926.06,5741.505,7,7,10,2,"Debt Consolidation Loan, Credit-Builder Loan",13.125,19,10,6,Standard,332.75,27.91401894,29.54166667,No,67.18577693,298.4675233,Low_spent_Large_value_payments,480.5343392,1
CUS_0x2e96,Carolinex,54.0,735-57-7317,Writer,61669.47,5190.1225,3,6,13,0,Sin_prestamo,22.75,19,7,4,Standard,1083.29,33.94757644,32.47619048,No,0.0,194.9253748,High_spent_Large_value_payments,587.8368752,1
CUS_0x2e97,Rosemary Arackaparambilz,46.125,898-69-7665,Entrepreneur,25759.24,2007.603333,4,5,6,1,Home Equity Loan,21.875,17,3,4,Standard,766.58,34.45277561,33.125,No,19.75971673,126.5203377,High_spent_Medium_value_payments,344.7584614,1
CUS_0x2e98,Nicholas Vinocurl,44.375,818-27-8113,Lawyer,43734.68,3650.556667,0,5,5,1,Mortgage Loan,12.375,11,8,2,Good,1016.51,32.29968737,24.375,No,19.84423303,156.3534569,Low_spent_Small_value_payments,465.3092786,2
CUS_0x2e9b,Palmery,14.71428571,068-74-0168,Engineer,29735.22,2208.935,10,8,25,4,"Auto Loan, Auto Loan, Credit-Builder Loan, Home Equity Loan",48.625,16,3,11,Bad,1750.14,31.40920557,19.41666667,Yes,64.47707649,109.7960865,Low_spent_Small_value_payments,316.1184875,0
CUS_0x2e9e,Dan Wilchinsr,49.75,450-66-5479,Developer,29745.08,2434.756667,1,4,3,0,Sin_prestamo,13.75,9,6,2,Good,438.28,33.03980438,27.45238095,No,0.0,148.383606,Low_spent_Small_value_payments,368.8420606,1
CUS_0x2ea1,Masterq,46.0,473-84-4527,Musician,77923.0,6306.583333,1,6,6,3,"Debt Consolidation Loan, Auto Loan",12.125,9,9,1,Good,1101.45,29.43045872,19.47619048,No,112.7311418,333.2600619,High_spent_Medium_value_payments,450.9171296,1
CUS_0x2ea8,Marton Dunaiq,20.0,214-84-1251,Doctor,116780.6,9854.716667,5,6,19,3,"Home Equity Loan, Personal Loan",13.125,10,17,1,Standard,550.61,35.22548032,32.54166667,Yes,280.9791687,431.5542807,High_spent_Large_value_payments,617.1392847,1
CUS_0x2eac,Phila,52.0,902-88-9590,Lawyer,107797.8,9109.15,7,3,20,4,"Auto Loan, Credit-Builder Loan, Personal Loan",7.625,15,5,0,Standard,115.82,33.60143465,32.95833333,No,250.9522882,496.627037,High_spent_Large_value_payments,480.0626393,1
CUS_0x2eb0,Jan Strupczewskif,43.125,376-24-1944,Entrepreneur,26980.83,2363.4025,7,3,6,2,"Payday Loan, Debt Consolidation Loan",9.625,13,3,5,Standard,156.14,32.75198882,16.95833333,No,38.55262711,147.8673902,Low_spent_Large_value_payments,317.5226968,1
CUS_0x2eb1,Barrerap,51.875,755-78-4922,Teacher,143853.08,11775.75667,8,5,6,0,Sin_prestamo,11.75,10,9,1,Standard,782.93,33.96183297,17.69047619,No,0.0,386.2035904,High_spent_Large_value_payments,1041.372076,1
CUS_0x2eb3,Tomasz Janowskip,18.0,076-61-7709,Accountant,28876.41,2682.3675,8,4,6,4,"Student Loan, Mortgage Loan, Home Equity Loan",17.75,11,17,8,Standard,812.5,32.36950853,8.083333333,Yes,50.29382155,165.0213708,High_spent_Medium_value_payments,322.9215576,1
CUS_0x2eb4,Scott Maloned,39.0,936-12-2774,Engineer,14784.45,1198.975131,8,7,19,9,"Mortgage Loan, Home Equity Loan, Student Loan, Debt Consolidation Loan, Payday Loan, Mortgage Loan, Debt Consolidation Loan, Debt Consolidation Loan, Debt Consolidation Loan",31.625,24,29,11,Bad,3506.97,34.90602131,10.55952381,Yes,96.49675461,104.5401531,Low_spent_Small_value_payments,211.7214153,1
CUS_0x2eb7,Danielj,17.0,292-20-5574,Doctor,19963.97,1477.664167,5,10,31,5,"Auto Loan, Payday Loan, Student Loan, Home Equity Loan",12.125,11,15,10,Standard,1983.53,33.51660373,9.708333333,Yes,52.60022674,85.68866,Low_spent_Small_value_payments,288.2275299,0
CUS_0x2ebb,Johns,49.0,293-19-6593,Developer,85710.48,7438.54,6,4,5,3,"Credit-Builder Loan, Mortgage Loan, Credit-Builder Loan",12.125,19,8,4,Good,434.31,32.59012413,17.04166667,No,174.3188286,395.5755862,High_spent_Medium_value_payments,515.1285147,2
CUS_0x2ec3,Stefano Rebaudox,31.25,499-61-1229,Teacher,116690.94,9747.245,2,4,6,3,"Auto Loan, Payday Loan, Personal Loan",4.75,12,5,3,Good,1096.42,33.41720142,28.20833333,No,233.5025052,437.5869007,High_spent_Large_value_payments,773.3629562,1
CUS_0x2ec6,Sarahs,26.875,610-32-8187,Mechanic,57582.42,4508.535,6,10,25,9,"Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Auto Loan, Payday Loan",43.0,20,31,8,Bad,3805.38,31.96530544,11.875,Yes,431.2787427,229.1964687,Low_spent_Small_value_payments,144.0943096,1
CUS_0x2ecc,Vaughann,21.0,219-77-3608,Musician,73020.54,6183.045,2,5,6,3,"Auto Loan, Personal Loan",26.875,4,4,2,Good,1363.68,33.34930789,27.125,No,172.8941861,236.654359,High_spent_Large_value_payments,484.1377894,0
CUS_0x2ed0,ray,25.57142857,033-19-6004,Lawyer,70446.63,5900.5525,4,3,11,0,Sin_prestamo,11.5,20,12,4,Standard,1322.25,35.89498058,16.95833333,No,0.0,212.3978775,High_spent_Medium_value_payments,620.2602699,1
CUS_0x2ed4,Daniel Basest,38.5,766-84-9205,Architect,57473.58,4427.201805,2,7,5,3,"Payday Loan, Debt Consolidation Loan",12.25,1,3,3,Good,703.18,32.9150752,30.46428571,No,265.3248319,270.9965752,High_spent_Small_value_payments,321.1821536,1
CUS_0x2ed5,Moonf,26.0,488-95-0151,Manager,76577.84,6597.486667,4,4,19,7,"Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan",18.625,19,13,6,Standard,2291.05,32.00856814,8.388888889,Yes,286.8245358,234.4912866,High_spent_Large_value_payments,450.306681,0
CUS_0x2ed7,Axm,27.5,852-79-9264,Media_Manager,53460.93,4528.0775,8,10,27,6,"Credit-Builder Loan, Personal Loan, Student Loan, Home Equity Loan, Credit-Builder Loan",18.375,18,9,7,Bad,1364.03,32.68409091,15.70833333,Yes,251.8964338,234.40032,High_spent_Large_value_payments,261.8126137,0
CUS_0x2ee0,Oranz,26.0,372-70-7552,Media_Manager,31731.94,2629.328333,5,6,10,3,"Payday Loan, Student Loan, Credit-Builder Loan",24.75,12,11,3,Standard,889.42,34.39487613,26.61111111,No,75.00231065,158.1390259,High_spent_Small_value_payments,302.2914968,1
CUS_0x2ee4,Sue Zeidlerr,38.75,896-59-5635,Manager,20818.74,1762.895,8,5,15,3,"Auto Loan, Personal Loan, Mortgage Loan",20.875,14,17,7,Standard,1821.25,30.17014153,9.944444444,Yes,44.88416188,88.13450281,High_spent_Small_value_payments,301.0473824,0
CUS_0x2ee6,Jan Strupczewskii,30.75,178-36-1761,Journalist,15201.005,1457.750417,0,4,8,2,"Credit-Builder Loan, Debt Consolidation Loan",12.25,8,4,4,Good,1078.95,30.76236684,27.45833333,No,23.34434152,87.27797764,Low_spent_Small_value_payments,306.6562696,1
CUS_0x2eed,Richard Cowank,37.875,578-81-4278,Manager,122760.66,10422.055,0,4,4,3,"Auto Loan, Credit-Builder Loan, Debt Consolidation Loan",24.75,9,11,3,Good,707.79,36.58120769,17.54166667,No,243.7745527,683.8026933,High_spent_Large_value_payments,527.2851124,0
CUS_0x2ef1,Evelinex,35.0,398-24-4172,Accountant,146861.12,12514.42667,4,7,9,3,"Payday Loan, Auto Loan, Personal Loan",20.375,17,16,8,Standard,1368.79,37.40222712,9.458333333,Yes,310.4369289,389.2058829,High_spent_Large_value_payments,806.7998548,1
CUS_0x2ef3,Anno,50.0,741-45-4523,Mechanic,21751.53,2002.6275,6,3,7,4,"Credit-Builder Loan, Debt Consolidation Loan, Auto Loan",7.0,9,4,3,Standard,1211.85,31.43180555,16.55952381,No,48.50039995,104.9441406,High_spent_Large_value_payments,306.8182094,1
CUS_0x2ef8,Dan Levineg,25.0,791-97-4746,Engineer,17682.71,1599.559167,6,4,14,2,"Home Equity Loan, Home Equity Loan",28.125,13,9,4,Standard,1494.0,29.90119382,10.8452381,Yes,23.5986156,139.9902661,Low_spent_Small_value_payments,289.0016359,1
CUS_0x2efd,Stevel,20.0,637-80-3236,Writer,38860.98,3478.415,5,7,17,1,Mortgage Loan,6.875,8,13,8,Standard,1008.6,33.34927734,31.05952381,Yes,24.20816982,163.864938,High_spent_Medium_value_payments,417.2683922,1
CUS_0x2eff,Oliviab,18.875,087-44-8837,Doctor,36933.77,3324.814167,4,6,8,3,"Credit-Builder Loan, Personal Loan, Mortgage Loan",8.5,10,7,2,Good,185.39,33.39008008,19.48611111,No,62.86437392,152.5266508,High_spent_Large_value_payments,380.8920147,0
CUS_0x2f02,Rick Rothackerx,23.0,793-24-4174,Media_Manager,37813.29,2951.1075,1,5,4,0,Sin_prestamo,0.0,5,2,1,Good,84.62,30.92932028,17.55952381,No,0.0,193.033811,Low_spent_Small_value_payments,374.576939,2
CUS_0x2f03,Evaq,44.0,128-50-9121,Architect,61435.6,5333.633333,8,3,10,2,"Auto Loan, Personal Loan",15.375,10,19,9,Standard,412.38,31.02337564,5.375,Yes,95.5843823,311.4097075,Low_spent_Medium_value_payments,397.51015,1
CUS_0x2f04,Nickq,42.0,093-02-0917,Doctor,38239.44,3485.62,0,3,2,1,Student Loan,9.625,11,8,1,Good,1156.81,34.82245442,22.70833333,No,20.20344768,141.00653,High_spent_Medium_value_payments,448.6020224,2
CUS_0x2f08,Miyoungj,29.0,468-82-8711,Mechanic,37577.82,2984.485,8,5,24,7,"Payday Loan, Auto Loan, Home Equity Loan, Debt Consolidation Loan, Student Loan",20.75,16,3,11,Bad,1518.65,29.14486118,6.541666667,Yes,198.0002783,169.9455706,High_spent_Medium_value_payments,208.5170057,0
CUS_0x2f0a,Herberty,34.125,069-25-9590,Architect,83989.44,6749.432424,7,7,19,7,"Debt Consolidation Loan, Credit-Builder Loan, Home Equity Loan, Debt Consolidation Loan, Payday Loan, Student Loan, Payday Loan",58.25,11,9,11,Standard,1926.7,35.29360109,15.375,Yes,358.905943,271.6886787,High_spent_Large_value_payments,387.7104348,0
CUS_0x2f0b,Georgiopoulosf,49.5,146-00-0705,Mechanic,12165.52,1176.793333,8,7,10,3,"Payday Loan, Personal Loan, Credit-Builder Loan",25.25,16,9,3,Good,1377.18,34.23371608,19.61111111,No,19.50053211,95.49945021,Low_spent_Small_value_payments,288.4538049,0
CUS_0x2f11,Poornimat,46.375,148-19-8466,Writer,28022.9,2098.241667,5,7,5,1,Debt Consolidation Loan,5.25,13,11,8,Standard,385.54,32.81261752,20.35714286,No,11.74467148,120.3946167,Low_spent_Small_value_payments,345.6750049,1
CUS_0x2f1c,Andrea Shalal-Esaw,42.375,803-27-5656,Engineer,71131.53,6148.6275,6,7,16,6,"Credit-Builder Loan, Student Loan, Auto Loan, Payday Loan, Auto Loan",26.25,20,9,5,Standard,1168.61,30.10313451,19.02380952,Yes,222.4334726,367.0816326,High_spent_Large_value_payments,398.0772717,1
CUS_0x2f1d,Flitterg,24.42857143,730-26-3997,Writer,15139.13,1459.594167,7,7,17,7,"Auto Loan, Auto Loan, Debt Consolidation Loan, Auto Loan, Personal Loan, Credit-Builder Loan",42.75,19,15,10,Bad,3168.37,35.20202626,7.416666667,Yes,79.27214727,116.5489225,Low_spent_Small_value_payments,231.0194766,0
CUS_0x2f21,Christiaane,42.125,491-19-0912,Entrepreneur,19833.55,1674.795833,7,7,23,4,"Home Equity Loan, Auto Loan, Credit-Builder Loan",28.875,20,4,8,Bad,1316.95,29.90410075,6.875,Yes,50.84005949,103.3038503,High_spent_Medium_value_payments,289.3756552,0
CUS_0x2f22,Archana Narayanang,23.875,151-96-9989,Entrepreneur,170502.52,14489.54333,1,5,9,2,Payday Loan,2.0,3,4,3,Good,334.62,33.42864302,24.88095238,No,190.4814722,885.291586,High_spent_Large_value_payments,869.1202111,1
CUS_0x2f24,Browningx,25.0,499-88-6136,Lawyer,58782.24,4635.52,8,9,24,6,"Home Equity Loan, Home Equity Loan, Auto Loan, Credit-Builder Loan, Home Equity Loan, Payday Loan",48.625,24,29,12,Bad,2671.29,28.68833547,11.625,Yes,229.5507827,301.2309751,Low_spent_Large_value_payments,210.7589569,0
CUS_0x2f29,Rebekah Kebeden,15.25,237-54-4265,Teacher,58306.26,4750.855,6,5,25,3,"Credit-Builder Loan, Auto Loan, Mortgage Loan",25.5,10,9,11,Standard,1628.95,31.26000879,15.20833333,Yes,101.069475,389.5840267,High_spent_Small_value_payments,263.8232648,0
CUS_0x2f31,Padraicb,52.375,649-23-1895,Developer,31460.89,2480.740833,3,4,2,1,Student Loan,7.25,5,11,3,Good,661.01,33.08262727,27.875,No,23.86391354,93.05459369,High_spent_Medium_value_payments,391.1555761,1
CUS_0x2f38,Tonya,19.0,520-31-3047,Teacher,125854.12,10583.84333,6,4,12,3,"Debt Consolidation Loan, Student Loan, Auto Loan",11.0,12,6,6,Standard,1278.59,33.26167005,22.72619048,Yes,171.7727582,383.553851,High_spent_Large_value_payments,893.1202565,1
CUS_0x2f39,Emilyg,26.375,533-29-8899,Manager,54881.55,4633.4625,9,10,22,7,"Auto Loan, Student Loan, Personal Loan, Auto Loan, Mortgage Loan, Auto Loan, Home Equity Loan",21.0,18,5,11,Bad,4727.09,35.06352703,3.011904762,Yes,218.6546697,228.3404917,Low_spent_Small_value_payments,286.4736886,0
CUS_0x2f3d,Matthews,52.25,591-99-1793,Teacher,134596.35,10912.97368,1,6,4,1,Auto Loan,6.75,6,3,1,Good,1285.14,33.7223793,19.23809524,No,674.3334095,585.4702803,Low_spent_Large_value_payments,759.2448042,2
CUS_0x2f49,Rochaf,26.0,524-50-8228,Journalist,29434.08,2634.84,9,6,31,5,"Mortgage Loan, Credit-Builder Loan, Debt Consolidation Loan, Debt Consolidation Loan",55.25,25,27,14,Bad,2619.68,32.82250385,2.375,Yes,63.92120899,95.55704272,High_spent_Large_value_payments,353.4927973,1
CUS_0x2f4b,Scottq,20.71428571,618-47-7413,Developer,29937.85,2605.820833,0,1,2,1,Student Loan,8.375,5,3,4,Good,720.68,29.07802882,18.59722222,No,20.77941329,152.3636337,Low_spent_Small_value_payments,358.6890363,2
CUS_0x2f52,Roumeliotisz,30.875,124-08-3108,Entrepreneur,141347.32,11676.94333,8,6,1,0,Sin_prestamo,23.125,20,2,6,Good,1029.44,35.33527284,28.125,No,0.0,327.1652399,High_spent_Large_value_payments,1088.029093,1
CUS_0x2f53,Ann Saphirv,38.28571429,772-95-6980,Lawyer,38580.05,3156.790465,0,5,4,1,Payday Loan,9.625,6,7,4,Good,211.92,31.06565689,28.20833333,No,244.4389117,153.8347332,High_spent_Large_value_payments,452.1393557,1
CUS_0x2f56,Langeu,41.0,605-63-4252,Engineer,71766.06,5968.505,8,4,15,4,"Personal Loan, Credit-Builder Loan, Auto Loan, Credit-Builder Loan",4.25,8,7,4,Standard,940.66,32.83757319,22.20833333,No,198.3090539,272.2582577,High_spent_Large_value_payments,388.7831884,1
CUS_0x2f59,Silhae,29.5,372-34-8477,Accountant,44667.5,3545.291667,5,6,18,4,"Mortgage Loan, Mortgage Loan, Auto Loan, Student Loan",10.0,8,20,9,Standard,1148.67,29.92982421,18.875,Yes,148.4525443,149.8267427,High_spent_Medium_value_payments,307.4705813,1
CUS_0x2f68,Xiaoyip,33.125,715-93-2313,Teacher,93704.19,7905.6825,3,4,20,2,"Mortgage Loan, Home Equity Loan",25.375,16,19,4,Standard,1194.35,35.99941127,28.54761905,Yes,88.93927103,205.2930033,High_spent_Large_value_payments,752.5626955,1
CUS_0x2f69,Papadimasd,41.25,299-25-6374,Media_Manager,16675.28,1451.606667,6,5,16,3,"Home Equity Loan, Personal Loan, Personal Loan",10.0,8,13,11,Standard,1127.98,30.58201815,26.04166667,Yes,32.24283676,89.99615553,Low_spent_Medium_value_payments,301.6716744,1
CUS_0x2f6c,", Asiaw",33.25,308-92-6427,Musician,81411.2,6537.266667,5,5,6,1,Home Equity Loan,13.0,4,5,5,Good,467.99,35.24013703,28.625,No,42.52959454,292.280304,High_spent_Medium_value_payments,578.9167682,2
CUS_0x2f77,Sleimanw,15.375,892-53-8384,Mechanic,107199.66,8795.305,8,3,17,3,"Home Equity Loan, Home Equity Loan, Debt Consolidation Loan",5.625,15,17,7,Standard,1200.93,33.37586804,15.5,Yes,252.3002451,336.2897111,High_spent_Large_value_payments,548.4405438,1
CUS_0x2f78,Emilyj,49.375,479-12-0082,Entrepreneur,90409.32,7758.11,7,5,9,4,"Payday Loan, Mortgage Loan, Payday Loan",30.375,13,6,4,Standard,352.83,32.79887104,22.54166667,Yes,167.030738,419.7300373,High_spent_Large_value_payments,508.0220931,1
CUS_0x2f7a,enj,36.0,407-98-9957,Entrepreneur,77883.54,6290.295,3,7,6,0,Sin_prestamo,17.625,9,4,5,Good,656.57,35.23834438,30.375,No,0.0,268.4204354,High_spent_Large_value_payments,646.3927143,2
CUS_0x2f7b,Vaughanq,44.0,879-63-4182,Mechanic,15451.69,1271.640833,6,7,19,6,"Personal Loan, Personal Loan, Student Loan, Auto Loan, Student Loan, Debt Consolidation Loan",10.125,10,20,8,Standard,1620.67,34.4332964,12.875,Yes,40.91557148,77.29096664,High_spent_Small_value_payments,283.8151547,1
CUS_0x2f7d,Lawderu,51.0,806-04-3537,Scientist,90960.56,7498.046667,3,7,15,4,"Credit-Builder Loan, Credit-Builder Loan, Credit-Builder Loan, Credit-Builder Loan",12.625,10,17,1,Standard,836.37,32.45617909,32.63095238,Yes,299.6585696,215.374593,High_spent_Medium_value_payments,457.6088039,1
CUS_0x2f7e,Sabina Zawadzkif,31.0,109-48-2095,Doctor,126353.04,10635.42,4,7,19,2,"Credit-Builder Loan, Mortgage Loan",10.5,11,9,3,Standard,859.77,31.6773887,31.45833333,No,167.0439102,333.7050031,High_spent_Large_value_payments,847.9446776,1
CUS_0x2f86,Edward Tayloru,26.0,974-87-0253,Teacher,7569.055,650.7545833,6,9,30,2,"Payday Loan, Debt Consolidation Loan",41.5,16,3,11,Bad,2691.71,28.39901675,12.54761905,Yes,7.180053892,47.34966122,Low_spent_Small_value_payments,293.7374695,0
CUS_0x2f8c,Lynchw,53.375,923-76-3008,Architect,30918.82,2780.568333,0,5,12,0,Sin_prestamo,22.25,7,2,2,Good,1478.94,30.66866013,30.95833333,No,0.0,121.0769189,High_spent_Medium_value_payments,424.4799145,0
CUS_0x2f91,Emmotty,19.0,379-48-4061,Developer,14719.33,1301.6603,4,5,9,7,"Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Mortgage Loan, Auto Loan, Home Equity Loan, Credit-Builder Loan",7.5,18,16,9,Standard,2421.78,32.9201096,15.54166667,Yes,137.3166723,86.01237216,Low_spent_Small_value_payments,252.881159,0
CUS_0x2f97,Soham Chatterjees,18.0,366-30-2864,Writer,140042.28,11399.19,2,5,8,4,"Home Equity Loan, Student Loan, Payday Loan",7.625,3,5,4,Good,1438.91,33.76817387,16.54166667,No,256.5946453,474.5569726,High_spent_Large_value_payments,680.0173821,2
CUS_0x2f9b,Bosea,24.75,343-89-9854,Engineer,17397.56,1681.796667,9,10,15,6,"Debt Consolidation Loan, Debt Consolidation Loan, Personal Loan, Mortgage Loan",47.5,19,18,9,Bad,1435.6,31.06707098,18.875,Yes,69.3053773,89.60190374,Low_spent_Small_value_payments,283.0223856,0
CUS_0x2f9d,Angela Moone,31.0,049-42-3355,Manager,7555.45,769.6208333,8,6,29,6,"Personal Loan, Home Equity Loan, Auto Loan, Mortgage Loan, Credit-Builder Loan",30.375,18,10,15,Bad,3371.11,30.43853,9.041666667,Yes,33.79950434,30.92628096,High_spent_Small_value_payments,276.5077466,0
CUS_0x2fa2,Jessica Wohlj,24.0,076-99-3069,Manager,19731.2,1509.266667,6,6,11,0,Sin_prestamo,15.625,16,1,3,Standard,424.32,32.70094152,17.375,No,0.0,112.4735125,Low_spent_Medium_value_payments,313.4899137,1
